text,category,price
"Dior prestige le concentre yeux Brand is Christian Dior.  Shipping. Dior prestige le concentre yeux, eye cream, like new, unused, unopened, new without box, the price is firm, 15ml ,Free shipping.",Beauty/Skin Care/Face,60.0
"VS PINK PAJAMAS PJ'S ONESIE (M) Brand is PINK.  Shipping. • new with tags . • 100% authentic . • free ship • will ship today or tomorrow depending on time of purchase . • i accept REASONABLE offers • oversized • RETAIL 79.95 tags ; vs pink , vs , victoria secret , nike , new with tags , free ship",Women/Underwear/Panties,38.0
"Sandstone Pearl Shimmer ShadowSense Brand is SeneGence.  Shipping. Brand new, unopened. Long-wearing, cream-to-liquid formula that blends beautifully and doesn't crease! *Pricing is firm, but I do offer further discounts with bundles! Bundle prices are as follows: 1 color - [rm] 2 colors - [rm] 3 colors - [rm] 4 colors - [rm] All ShadowSense colors are listed individually in my profile, but if you would like to bundle your order, message me first with your choices and I will draft you a separate listing!",Beauty/Makeup/Eyes,20.0
LIGHT UP PEPPA PIG!❌NO FREE SHIPPING❌ ❌NO HOLDS❌ ✅USED TODDLER SHOES✅ ✅LIGHTS WORK GREAT✅ ✅WORN WITH NORMAL WEAR✅,Kids/Girls 2T-5T/Shoes,10.0
"34 B pink/ Victoria secret bra lot Brand is PINK. Six bras, one price! All size 34b Lightly lined",Women/Underwear/Bras,21.0
"J Crew Polka Dot Blouse Brand is J. Crew. Excellent condition, worn once and was dry cleaned, size 8",Women/Tops & Blouses/Blouse,14.0
Elvis Presley's mug shot shirt Brand is Urban Outfitters.  Shipping. Sizing is M Worn once,Men/Tops/T-shirts,10.0
Funko Pop Chase Star Lord Shipping. Has a minimal damage on the left corner,Kids/Toys/Action Figures & Statues,31.0
Baby UGG boots Kbakaric Brand is UGG Australia. Authentic UGG boots. Purchased from Nordstrom. EXCELLENT used condition! Worn only a few times. Tan in color.,Kids/Girls 0-24 Mos/Shoes,37.0
PS3 Transformers Rise of the Dark Side Brand is Sony.  Shipping. PS3 NWT Transformers Free shipping JEM,Electronics/Video Games & Consoles/Games,12.0
Tarte Tarteist Lip Paint. In Frenemy Brand is Tarte. Only been swatched! Burgundy color! Retail price is [rm],Beauty/Makeup/Lips,10.0
"best party queen makeup brushes set Shipping. FREE SHIPPING + BRAND NEW + LARGE INVENTORY @12 Pcs Bamboo Handle Makeup Brushes Kabuki Powder Foundation Blusher Cosmetic Brushes with Box Product Detail: - Golden 1 x Powder Brush 1 x Eyeshadow Brush 1 x Large Eyebrow Brush 1 x Medium Eyebrow Brush 1 x Small Eyebrow Brush 1 x Lip Brush 1 x Eyebrow Brush 1 x Blush Brush 1 x Oblique Eyebrow Brush 1 x Eyeliner Brush 1 x Eyelid Brush 1 x Angled Contour Brush - IS IT AUTHENTIC? yeah, all of them are new item and come with new tag. - COULD YOU GIVE BETTER PRICE? no, it is the lowest price for the quality. - HOW LONG WILL IT TAKE TO GET MY ORDER? we will ship within 2-3 days, it will take around 5-7 business days to arrive. @naked3 brush, naked3 brushes, cosmetic tools, party queen, premium makeup brush set, eye shadow, beauty tools, beauty, professional luxury set, makeup, makeup set, eye liner pencil, brushes, eye, shadow, makeup brush, women, women fashion, travel set, Christmas gifts, black friday",Beauty/Tools & Accessories/Makeup Brushes & Tools,18.0
Baby woody doll Brand is Disney. New,Kids/Toys/Dolls & Accessories,14.0
Nike Roshe Brand is Nike. Only worn once and super comfy!,Men/Shoes/Athletic,36.0
Lularoe OS leggingsRed blue black China,"Women/Athletic Apparel/Pants, Tights, Leggings",15.0
OKALAN NEUTRAL EYESHADOW Shipping. ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ ✔️Everything is brand new ✔️Our prices are FIRM ✔️FREE SHIPPING ✔️100% Authentic ✔️We ship with in 2 days with tracking number LET US KNOW IF YOU WANT TO BUNDLE....YOU WILL GET [rm]⃣OFF EACH ADDITIONAL ADD ON ITEM!,Beauty/Makeup/Makeup Palettes,10.0
Rae Dunn COOKIES Canister Brand is Rae Dunn. RESERVED for Christi. PLEASE DO NOT BUY. New Rae Dunn COOKIES Canister please zoom in as this is the exact piece you will receive.,Home/Kitchen & Dining/Coffee & Tea Accessories,84.0
3 Mystery Slime Shipping. Flash sale - 3 Mystery Slimes lot - 1.5-3 oz • Random slimes - Free shipping • USA Only,Other/Other/Other,7.0
Xbox 360 black controller Brand is Xbox. Works!!!! Battery pack comes loose sometimes but otherwise great controller,Electronics/Video Games & Consoles/Games,12.0
Red flannel shirt Shipping. Adorable plaid print shirt in green blue and red. Lumberjack style with class. Fitted bodice. Brand fun & flirt,Women/Tops & Blouses/Button Down Shirt,5.0
"American eagle shirtNever worn, size large, very comfy and stretchy",Women/Tops & Blouses/Blouse,13.0
Rilakkuma iPhone 6/6s case Shipping. Rilakkuma iPhone 6/6s case Usage is shown in the pics! #cute #kawaii #phone #case,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",4.0
Ds game Brand is Nintendo.  Shipping. Pet monkeyz,Electronics/Video Games & Consoles/Games,4.0
"Assortment of 250 Thank You Stickers Shipping. 250 “Thank You” Stickers. Approximately equal number of each of the pictured stickers. Great for sellers to add a special touch to packages. I like to wrap all my sales in tissue paper and sticker them shut before slipping them into a poly mailer. Also makes a nice envelope seal. Perfect for wedding, anniversary, gift, or birthday thank you envelopes. Or use to add a unique touch to special orders, gift boxes, restaurant receipts, party favors, bags, and more. Ships WITH tracking! Pouchy83",Handmade/Paper Goods/Sticker,10.0
Bundle of 4 itemsBUNDLE & GET MORE WITH ONLY ONE SHIPPING FEE. Everything is on their final price. Lowballers will be blocked. I do not do free shipping.,Women/Jewelry/Necklaces,22.0
Gucci Flora 2.5 oz bottleGucci flora 2.5 oz bottle,Beauty/Fragrance/Women,42.0
Nude nail polishes Shipping. Comes with matte top coat,Beauty/Makeup/Nails,10.0
PERFECT: Tiffany Co. Lock Necklace Brand is Tiffany & Co.. In perfect shape comes with box asking [rm],Women/Jewelry/Necklaces,94.0
Rae Dunn Feather birdhouse Brand is Rae Dunn. No description yet,Home/Home Décor/Home Décor Accents,49.0
"For Sheri Franklin Hot ToolsIn great condition, heat adjustable to 430 degrees",Beauty/Tools & Accessories/Hair Styling Tools,20.0
"Urban Decay- all nighters makeup setting Brand is Urban Decay.  Shipping. Brand new, unused, and in original packaging. Urban Decay- all nighter makeup setting spray. Deluxe sized (15ml)",Beauty/Makeup/Face,14.0
"Rose Gold Circle Retro Frames Shipping. ‼️‼️ READ OUR BIO PRIOR TO PURCHASING/COMMENTING ‼️‼️ Free Shipping NWT ⚠️ We can no longer offer holds or sell to those who don't have any ratings. If you do not have any ratings, you will need prior approval or your order will be cancelled ⚠️ I will accept reasonable offers, but please do NOT lowball me. Remember the [rm] shipping cost IS included in the price. It is NOT FREE for me. If you are not interested in buying, then please do not comment.",Women/Women's Accessories/Sunglasses,7.0
"Xs Cherry Coke Coca Cola V Neck Tshirt Shipping. In excellent condition with no signs of wear. No odors, stains or tears. Super cute and flattering. Only about wrinkled from being in my drawer. A very cute shirt! It's dark grey in color with the Cherry cola logo. Worn only a couple times and purchased at Dillard's.",Women/Tops & Blouses/T-Shirts,6.0
Coach Multi & Blue Cross-Body Brand is Coach. BUNDLE FOR ANNIE DRAKE Price is negotiable. Make me an offer!!!! Small stain showed in third photo.,Women/Women's Handbags/Messenger & Crossbody,49.0
Black TunicNo description yet,Women/Tops & Blouses/Tunic,9.0
Kylie Koko K Lip Kit SALE Shipping. NEW!! Kylie Koko KLip Kit Free Shipping!! ‼️ BRAND NEW ‼️ ❤️ FREE SHIPPING ❤️ Includes: Koko K Matte Liquid Lipstick Koko K Matte Lip Liner,Beauty/Makeup/Lips,14.0
Beats by dre wire in headphones Shipping. No description yet,"Electronics/TV, Audio & Surveillance/Headphones",10.0
bright Charming Charlie scalloped top Brand is Charming Charlie. 100% polyester,"Women/Tops & Blouses/Tank, Cami",12.0
Bundle for irisNo description yet,Women/Tops & Blouses/T-Shirts,14.0
Size 9c Old navy sandals Brand is Old Navy. No description yet,Kids/Girls 2T-5T/Shoes,8.0
New Daisy Shine Pink MJ 3.4oz Tom Bundl Brand is MARC JACOBS.  Shipping. Brand New 3.4oz EDT No box 100% authentic Firm price NO offers Happy to bundle 2+ items for discount and free shipping.,Beauty/Fragrance/Women,95.0
Strapless dress Brand is No Boundaries.  Shipping. Size xlarge,"Women/Dresses/Above Knee, Mini",9.0
3 Pairs Spiky Mink Hair Eyelashes Shipping. 3 pairs soft mink hair Spiky flare style Free shipping,Beauty/Makeup/Eyes,11.0
6 Creamy Matte & 6 Glossy Lipsticks Shipping. 6 Creamy Matte long Wearing Lipsticks colors: Matte Stipped Matte Peeled Matte Uncovered Matte Naked Matte Undressed Matte Unveiled,Beauty/Makeup/Lips,22.0
Victoria's Secret swim top 32B Brand is Victoria's Secret. Great condition! Bundle includes swim top and Calvin Klein bra size small Bundle to save!,Women/Swimwear/Two-Piece,14.0
Varsity tee bundle Brand is Victoria's Secret.  Shipping. Small Excellent condition Oversized 2 Short sleeve 1 3/4 sleeve,Women/Tops & Blouses/T-Shirts,54.0
"Nike Shirts, little boys size 4 Brand is Nike. Two Nike shirts, little boys size 4. Also one pair of Nike socks. From a pet and smoke free home. Price is firm.",Kids/Boys 2T-5T/Tops & T-Shirts,12.0
"New Apple iPhone Headset & Charger Brand is Apple. Original New Includes headphones,base and USB Compatible With Apple iPhone SE Apple iPhone 5 Apple iPhone 5C Apple iPhone 5S Apple iPhone 6 Apple iPhone 6 Plus Apple iPhone 6S Apple iPhone 6S Plus Apple iPhone 7 Apple iPhone 7 Plus Apple iPad 4 / iPad Air 2 / iPad Air Apple iPad mini 4 / iPad mini 3 / iPad mini 2 / iPad mini Apple iPod Touch 6th Gen / 5th Gen / iPod nano 7th",Electronics/Cell Phones & Accessories/Cell Phone Accessories,19.0
"Miss me boho blouse Brand is Miss Me.  Shipping. Gorgeous boho style blouse from miss me in like new condition. Plus army green skirt and Free spirit blouse and horn necklace, grey straight dress read***read***read***read***read***read !!!holding!!!! Please no passing on holds, once you request to hold an item it is yours, so please be 100% sure you want it before you make a request!!! I can only hold for 24 hrs, please be respectful of my policy and to other buyers! [rm] off bundles of 50.00 or more and Free Shipping on orders of 60.00 or more! Please overlook your items carefully! After a package is received if an issue is discovered please contact me within 48hrs for us to work on a solution together.  Please remember that you are purchasing used clothing. Although I do my best to make sure everything is gorgeous and in excellent condition I cannot guarantee perfection. If there is an issue please send me a message and I will do my best to correct it.",Women/Tops & Blouses/Blouse,62.0
LulaRoe large mint joy Shipping. No description yet,Women/Sweaters/Cardigan,50.0
Fabulous Two Toned Julia! ♡ Brand is LuLaRoe.  Shipping. Beautiful Julia! Just perfect for fall! New with tags! [rm] retail,Women/Dresses/Knee-Length,25.0
"I love coffee charm bracelet Shipping. Adjustable charm bracelet..nickel free..will fit most wrist..comes with I love coffee charm and coffee cup charm, small crystal charms",Women/Jewelry/Bracelets,9.0
XL LC Lauren Conrad Top Brand is LC Lauren Conrad.  Shipping. XL LC Lauren Conrad Top. Preowned & in good condition. Keyhole back that ties.,Women/Tops & Blouses/Blouse,6.0
Beats Solo 2 Wireless Brand is Beats by Dr. Dre. We have 5 colors,"Electronics/TV, Audio & Surveillance/Headphones",60.0
"VICTORIA'S SECRET STRING BIKINI NWT S❤ Brand is Victoria's Secret.  Shipping. ❤❤ALSO INCLUDES A FREE SAMPLE OF PINK ZEBRA WAX/ SOYMELTS FOR YOUR WAX WARMER FREE SHIPPING BUNDLING DISCOUNTS AVAILABLE BRAND NEW NWT SZ SMALL 4-6 STRING BIKINI PINK STRIPE POLKA-DOT FREE SHIPPING BUNDLING DISCOUNTS AVAILABLE ❤❤❤PLEASE NOTE: TO MY LISTINGS. I AM DELETING, AND REPOSTING, TO KEEP YOU UPDATED. MAKE SURE TO PUSH THE FOLLOW BUTTONI AM CURRENTLY ADDING ❤❤❤ CHECK OUT MY OTHER FRAGRANCE LISTINGS ❤NO RUDE COMMENTS PLEASE ❤NO LOWBALLING ❤NO FREE SHIPPING ❤CLEAN SMOKE FREE ENVIRONMENT ❤CHECK OUT MY OTHER LISTINGS ❤PLEASE READ MY PROFILE PAGE FOR BUNDLING DISCOUNTS AVAILABLE ❤VICTORIA'S SECRET PINK VS MISS ME ROCK REVIVAL Bed Twin reversible comforter Sweats crew campus tee body mist lotion bbw YOGA WORK OUT GYM SWAROVSKI PERFUME ANGEL LIMITED EDITION ❤TONS OF BRAS SIZES 34D TO 36DDD ❤PANTIES SZ XS TO LARGE ❤VS PINK CLOTHING AVAILABLE TOO KEEP WATCHING VS BOMBSHELL BABY",Women/Underwear/Panties,9.0
Tarte powder brush Brand is Tarte.  Shipping. New Box a little damage,Beauty/Tools & Accessories/Makeup Brushes & Tools,16.0
Lilly Pulitzer Run Around Shorts Small Brand is Lilly Pulitzer. NWT Lilly Pulitzer Shorts. smoke and pet free home,Women/Athletic Apparel/Shorts,53.0
Miss Me jeans Brand is Miss Me. These are super cute size 27 boot cut. Great used condition besides the little studs missing on the tag as shown in picture and slight fraying at the bottom..,Women/Jeans/Boot Cut,20.0
Black opal powder Shipping. Black opal 05 deep deluxe finishing powder Bought from Walmart however it's the wrong shade,Beauty/Makeup/Face,8.0
Exuviance Retexturizing Treatment Shipping. BNIB Exuviance Retexturizing Treatment full size. 6 fl oz retails for [rm],Beauty/Skin Care/Body,18.0
"Lot of four boho shorts large/xLargeSo comfy! I wore two of the pairs once each. Each pair has slight pleating in the front and pockets. Short inseam - the only reason I am selling, I didn't feel comfortable in the school pick up line with such short shorts! ;)",Women/Athletic Apparel/Shorts,38.0
Swim setNew with tags!! Swim top with bikini bottom Neon and floral,Women/Swimwear/Two-Piece,20.0
"Murad Intensive Resurfacing Peel Shipping. Reveal radiant, silky and younger-looking skin with Murad Intensive Resurfacing Peel. Achieve brightening and smoothing effects similar to a chemical peel, leaving your skin looking and feeling smoother and more toned after just one treatment. Murad Intensive Resurfacing Peel reduces fine lines and wrinkles to reveal brighter, younger-looking skin. Gentle bamboo bead microdermabrasion imitates the effects of a chemical peel whilst debris and exhausted cells are swept away and glycolic and salicyclic acids stimulate cell proliferation to deliver immediately noticeable results. Directions of use: Use after cleansing and toning. Gently smooth onto face and neck. Leave on for up to 10 minutes and gently rinse with warm water. For best results, use three times per week. The formula is intense and if you have sensitive skin, you may only be able to leave product on for a few minutes to start. With continued use, product can be left on for longer increments.",Beauty/Skin Care/Face,25.0
"VS 36C bra Brand is Victoria's Secret. Padded, no push up. Straps come off to be strapless if desired.",Women/Underwear/Bras,11.0
Coach crossbody Brand is Coach. Great condition,Women/Women's Handbags/Messenger & Crossbody,16.0
"Clear Belly Button Ring Shipping. 14 Gauge (1.6mm), 7/16"" (10mm), Acrylic, 316L Surgical Grade Stainless Steel, 5mm and 8mm *Requests to cancel orders will be accepted within 2 hours of purchasing. *",Women/Jewelry/Rings,4.0
